,feature_columns,best_val_loss,train_losses,val_losses,slice01-LUT,slice01-AI,slice02-LUT,slice02-AI,slice03-LUT,slice03-AI,slice04-LUT,slice04-AI,slice05-LUT,slice05-AI,slice06-LUT,slice06-AI,slice07-LUT,slice07-AI,slice08-LUT,slice08-AI,slice09-LUT,slice09-AI,slice10-LUT,slice10-AI,ALL-LUT,ALL-AI,Mean-ALL-LUT,MeanALL-AI,Mean-value-ALL-LUT,Mean-value-ALL-AI
0,"['Enthalpy Temperature', 'Heated Length', 'Inlet Subcooling', 'Mass Flux', 'Outlet Quality', 'Tube Diameter']",1.5964870990421095e-05,"[0.0006463146047465395, 0.0003673410024047315, 0.00011355691532373565, 5.0201476239137565e-05, 3.2567153154954514e-05, 2.9236330713948576e-05, 2.818176584334984e-05, 2.6027930723110517e-05, 2.421044153937597e-05, 2.5490778092900768e-05, 2.1350490058328194e-05, 2.1261949553457387e-05, 2.1258582890172092e-05, 2.0275317743285074e-05, 2.0015126189350484e-05, 1.986797719294467e-05, 1.7902201973553387e-05, 1.5069229141752479e-05, 2.155399935264696e-05, 1.9015272862364346e-05, 1.7553928083043772e-05, 1.667128981405077e-05, 1.8224934358743283e-05, 1.946101072946555e-05, 1.4555080528611227e-05, 1.4455191621532355e-05, 1.4889014166094666e-05, 1.562928310839197e-05, 1.529791725690808e-05, 1.7825087333022354e-05, 2.0279770979190656e-05, 1.7306684092675685e-05, 1.4025060426682406e-05, 1.3208319197581757e-05, 1.1632811021743776e-05, 1.3108587213884606e-05, 1.371085006064384e-05, 1.188300180132286e-05, 1.3373427473068813e-05, 1.3700843836839953e-05, 1.420537710563225e-05, 1.1804349690743024e-05, 1.1117293190272423e-05, 1.2182715598093161e-05, 1.4180113522179866e-05, 1.3214114626699797e-05, 1.091726757429627e-05, 1.1444641983845319e-05, 1.0506163335777926e-05, 1.1136616549209344e-05, 1.131953387374013e-05, 1.206261692302703e-05, 1.3891293231952527e-05, 1.4201862655676239e-05, 1.2304205363324327e-05, 1.1511331252104065e-05, 1.1437612965467025e-05, 1.3930144096824615e-05, 1.1246594887837869e-05, 1.1377048773528403e-05, 1.049576294508014e-05, 1.1288353981150362e-05, 1.1570141595353351e-05, 1.0930731458288411e-05, 1.0328785893814425e-05, 1.1549682367019911e-05, 1.0799180382438222e-05, 1.2053872364989175e-05, 1.214745762265552e-05, 1.1541294096286407e-05, 1.1195686614945373e-05, 1.1563712579011538e-05, 1.0236195589917494e-05, 1.346373457656117e-05, 1.1402248755402558e-05, 1.0265507802541592e-05, 1.105173968775221e-05, 9.448213661746434e-06, 9.702678304491385e-06, 9.63282697900238e-06, 1.0135562714668606e-05, 1.1804343412030762e-05, 1.060267629477766e-05, 8.97246667457652e-06, 9.933282463467016e-06, 1.0022395367733601e-05, 9.60761094494876e-06, 1.0643153183234714e-05, 1.0415698050199737e-05, 1.0213241447148293e-05, 1.0563231188291427e-05, 9.209431035799895e-06, 9.728685826497216e-06, 1.030724355799907e-05, 9.998838957260525e-06, 1.0042302987501494e-05, 9.67539866207127e-06, 1.0941273090395545e-05, 1.0942221027864403e-05, 1.1947659076900683e-05]","[0.000649709172306888, 0.00017943313558362265, 8.881035384386892e-05, 4.8996225913980424e-05, 3.389961428934627e-05, 4.0560120855102135e-05, 3.1229809248754286e-05, 3.347240649154275e-05, 2.5461212456256583e-05, 2.7016638545496586e-05, 2.106323067288758e-05, 1.8504425796372862e-05, 1.9883267645708292e-05, 2.2153057830680785e-05, 1.7169587580558463e-05, 2.6433241243951067e-05, 1.4934750217608984e-05, 1.685507129051118e-05, 1.9359332621532167e-05, 1.731089647219715e-05, 1.441001259791966e-05, 2.9764811912489638e-05, 1.5000355314919709e-05, 1.5938722212250208e-05, 1.3082463050040532e-05, 1.6147712013638627e-05, 1.4780881462017352e-05, 2.5301410091722977e-05, 1.1973689099329243e-05, 1.623085983411222e-05, 1.3128923953255965e-05, 2.2378883064983612e-05, 1.3386425049656649e-05, 1.1750197781128476e-05, 1.0410264335646413e-05, 1.3848951272052344e-05, 1.0658627080242403e-05, 1.2140014619126467e-05, 1.539541276149601e-05, 1.133904655846868e-05, 1.2869822596429629e-05, 1.0176054363814732e-05, 1.2948476720526682e-05, 1.45629034411883e-05, 1.4939662749328017e-05, 9.682947935570989e-06, 9.95344577077044e-06, 1.2945638584068002e-05, 1.0726851005614514e-05, 1.3001608283684364e-05, 8.496393019963182e-06, 2.6100780932984316e-05, 9.34325091988642e-06, 2.424049385094171e-05, 9.460960775368141e-06, 1.091451457111841e-05, 1.1347193091884804e-05, 1.2278837897497598e-05, 1.0368797156677282e-05, 8.212024489601433e-06, 8.01169462412248e-06, 1.3524397637013883e-05, 1.131387280062646e-05, 8.352769107937874e-06, 7.948124683938019e-06, 1.0185376446927497e-05, 9.647784721566401e-06, 1.0379397771135823e-05, 1.3835825127127386e-05, 7.6178351954294584e-06, 1.6345232706247718e-05, 1.0183463610034137e-05, 1.5058849718314937e-05, 1.840188099256089e-05, 1.5321234559993164e-05, 1.3314893075002576e-05, 8.89640090778761e-06, 9.554973396021734e-06, 7.255900343688738e-06, 1.2790432366118073e-05, 1.1560886804484004e-05, 9.747196084316873e-06, 7.776605558654636e-06, 6.992404315844575e-06, 1.0190211063344906e-05, 8.394031150296289e-06, 7.732083946334176e-06, 1.3128748754544395e-05, 7.473800714937164e-06, 9.42324835220373e-06, 7.752873602949391e-06, 9.691574656355662e-06, 1.1235022042990637e-05, 1.069687838559144e-05, 8.481102488933104e-06, 9.628656765976564e-06, 7.485067816708646e-06, 1.0867857742953535e-05, 1.1401685737045077e-05, 9.156260927588753e-06]","[0.37401296662801703, 0.49683045011672206, 0.3394524872292868, 0.34206832467477005, 1.755784205844548]","[0.04757333097949445, 0.04799657013508665, 0.03469661048740977, 0.04339882632779284, 0.028261901997648674]","[0.8290069569914742, 1.3574797707889572, 1.0749412976348875, 0.9373657822194144, 9.932341980588646]","[0.03231126551792167, 0.060687901401108184, 0.05137123219371905, 0.07819716496471875, 0.06912187153945165]","[0.5138666883098689, 0.5533054478254262, 0.3721648146599108, 0.36217819665882633, 0.608289635850556]","[0.02736780870019978, 0.04247415494698466, 0.03492537328483066, 0.04340598257000186, 0.008737053525772883]","[0.410550099569674, 0.5270294045517637, 0.4224104681671556, 0.27764114485432123, 0.12312248317946604]","[0.24060641312608191, 0.26675518178603846, 0.16494660791779212, 0.08195563330934223, 0.010728211680850405]","[0.08172655970203653, 0.08260851297207729, 0.06730025920137324, 0.08482668923302038, 0.0834527904262718]","[0.020853849951422226, 0.04000976606311824, 0.03414525329572201, 0.0320959309940705, 0.01194746547608206]","[0.2685326025260461, 0.2696014197479791, 0.2269476916018395, 0.24079748406472126, 0.6834820731721428]","[0.02819412292396373, 0.028752038875050238, 0.022073800411580753, 0.025250921273334774, 0.007515842904109686]","[0.07164169245037971, 0.07304895511789396, 0.06086038766632732, 0.07042817143283596, 0.23545981381199108]","[0.02231871741209579, 0.026305672033648888, 0.024479819084214486, 0.02561275731789484, 0.031141292948543516]","[0.08106761976957315, 0.11669296763311933, 0.10333631855024841, 0.13106486725954, 0.09698744627920293]","[0.01670495688118608, 0.025128047714814968, 0.019398837639624807, 0.03677076932202357, 0.007633933509322001]","[0.17313162579418948, 0.18922206715220344, 0.13994327684874608, 0.1729572122340086, 0.23380102201432135]","[0.02937056807477287, 0.037004361930261916, 0.029389996578013493, 0.030027986824460097, 0.007047279322635279]","[0.09044425424199404, 0.10618118833261951, 0.09473935967234563, 0.11097349207676184, 0.11512459179966307]","[0.032510300110450245, 0.055325108217185906, 0.04590040185645637, 0.04216034173933313, 0.016616434628374123]","[0.3616168519294398, 0.3630323728777596, 0.19772718873972955, 0.21336649141264233, 0.058747223179524896]","[0.12803761047725665, 0.12806467093585225, 0.052723907749314576, 0.07312130613157666, 0.006899582195140212]","[0.3616168519294398, 0.3630323728777596, 0.19772718873972955, 0.21336649141264233, 0.058747223179524896]","[0.12803761047725665, 0.12806467093585225, 0.052723907749314576, 0.07312130613157666, 0.006899582195140212]",0.23889802562781925,0.07776941549782805
1,"['Enthalpy value of water', 'Heated Length', 'Inlet Subcooling', 'Mass Flux', 'Tube Diameter']",2.306605491156576e-05,"[0.0003599980749497392, 0.00010237691753739916, 5.1079328885490426e-05, 4.229832689156933e-05, 3.803261207262766e-05, 3.0230563023781372e-05, 2.516381471452614e-05, 3.1919520718399095e-05, 1.9675628487372575e-05, 2.6362057786394846e-05, 2.5505576899238105e-05, 2.354006452688141e-05, 2.3434609467340077e-05, 2.077172567722816e-05, 2.3206365482227376e-05, 2.2653803352063025e-05, 2.13149864875064e-05, 1.689003458137481e-05, 1.776913254514857e-05, 1.9340784229295047e-05, 2.0618257008846925e-05, 1.83975013297667e-05, 1.7575997578948386e-05, 1.788660535612672e-05, 1.6217317267733963e-05, 1.93947469476206e-05, 2.0491828799488465e-05, 1.6732439258975366e-05, 1.9771988447185753e-05, 1.7125482441079015e-05, 1.619026478438487e-05, 1.672812317739285e-05, 1.6105957049692828e-05, 2.054460928368142e-05, 1.622366084027918e-05, 1.6689246871889466e-05, 1.749272417325195e-05, 1.589012385748129e-05, 1.4004818421061663e-05, 1.4715523587612412e-05, 1.5494870687127378e-05, 1.3819814002226534e-05, 1.5210653226086939e-05, 1.5861091388143414e-05, 1.650612227581259e-05, 1.712745949502764e-05, 1.4198490276393458e-05, 1.4933371106222493e-05, 1.579463637212355e-05, 1.3543251772262907e-05, 1.707450616854805e-05, 1.4014008382654808e-05, 1.3340830575817642e-05, 1.2761924879266842e-05, 1.663100450035915e-05, 1.6266521995676647e-05, 1.2924451063952357e-05, 1.293575120596404e-05, 1.441909739270106e-05, 1.3051900097151744e-05, 1.4031485296704801e-05, 1.594738316629396e-05, 1.4105335243791674e-05, 1.4953538478093695e-05, 1.292660220408344e-05, 1.4991124745159592e-05, 1.3497796472121019e-05, 1.3306991204336036e-05, 1.2972508520120119e-05, 1.3963387627397445e-05, 1.349902370862759e-05, 1.4438582280395914e-05, 1.366046348358394e-05, 1.463945724028846e-05, 1.373912638940255e-05, 1.2580892960217242e-05, 1.3840578384860921e-05, 1.2514111525201125e-05, 1.346907189661656e-05, 1.2329217709436494e-05, 1.3076965145945382e-05, 1.3352560543070228e-05, 1.2557760747837284e-05, 1.3067850869489916e-05, 1.247225885834432e-05, 1.2875934151168135e-05, 1.4547854175045162e-05, 1.3370242255682944e-05, 1.3041088554458726e-05, 1.1820802019648043e-05, 1.2875842576742111e-05, 1.250506333811554e-05, 1.2513710265139364e-05, 1.3498741314658597e-05, 1.2348721966366349e-05, 1.2077699515312021e-05, 1.2309646074816083e-05, 1.206947232908794e-05, 1.2407921604584216e-05, 1.1998111639672478e-05]","[0.00024609323076085635, 7.729520281952044e-05, 4.8183522846397636e-05, 6.940738906677139e-05, 3.4272572724325776e-05, 3.3101949613090704e-05, 4.289800458501022e-05, 2.2800809096978637e-05, 2.1916203226326323e-05, 2.676416651423498e-05, 3.193942367021517e-05, 2.8104018944337107e-05, 2.104879623586503e-05, 2.783223230324661e-05, 1.964380732219503e-05, 2.3374651307620406e-05, 2.0728071345167054e-05, 1.96829603665142e-05, 2.0497977037304947e-05, 1.8719589123240196e-05, 2.0460619617394316e-05, 2.1498496902834e-05, 2.1032765228986257e-05, 2.032385620820229e-05, 1.9021454259409324e-05, 1.7742475439472426e-05, 3.0036115531854267e-05, 1.8226317239388155e-05, 1.549735378815065e-05, 1.9209979056193385e-05, 1.5503547154130774e-05, 1.4266173806180362e-05, 1.715558195817812e-05, 2.4674286687476907e-05, 1.532695367304037e-05, 1.592211429555949e-05, 1.6184776845205534e-05, 1.2947807280758206e-05, 1.4651268427743241e-05, 1.5342639508342308e-05, 1.3246884590311006e-05, 1.3819058486426993e-05, 1.816476060815898e-05, 1.9836873290840664e-05, 1.4925328282449954e-05, 1.528299742643071e-05, 1.5574939654785276e-05, 1.9473642665413834e-05, 1.4854894621255674e-05, 1.567506167358352e-05, 1.389355472644029e-05, 1.2292419133919041e-05, 1.2704063770948192e-05, 1.6054621444849264e-05, 1.719559623377746e-05, 1.3331188474274697e-05, 1.6315069239498726e-05, 1.504223814057935e-05, 1.4371909564887694e-05, 1.1637211559260523e-05, 2.101669832024815e-05, 1.3345530322291601e-05, 1.657646689814358e-05, 1.27521033521393e-05, 1.15184989908293e-05, 1.6566910744355833e-05, 1.3339829012551285e-05, 1.3286350476818885e-05, 1.3726830034654455e-05, 1.2652478113509724e-05, 1.3180406806192633e-05, 1.545008739601559e-05, 1.3871325452505198e-05, 1.2674597201804174e-05, 1.3059322530228475e-05, 1.2808641871839437e-05, 1.337455408215417e-05, 1.3352897584593269e-05, 1.1951479547797137e-05, 1.4194858718910043e-05, 1.3276457861198135e-05, 1.2926026543868304e-05, 1.107127295399329e-05, 1.1379494549786413e-05, 1.5263641305076964e-05, 1.1143729165328689e-05, 1.2400092707293577e-05, 1.2396130925306595e-05, 1.2029510290432091e-05, 1.1245252891917715e-05, 1.2161826947290613e-05, 1.3086542989298108e-05, 1.3810487035609972e-05, 1.3429077609999361e-05, 1.3119386281839881e-05, 1.200866589529122e-05, 1.3966807215034039e-05, 1.1029692459780645e-05, 1.1084317611145423e-05, 1.170971365175497e-05]","[0.37401296662801703, 0.49683045011672206, 0.3394524872292868, 0.34206832467477005, 1.755784205844548]","[0.0946577747513151, 0.11645062571785643, 0.08847851823061502, 0.08527305347741972, 0.10911112808360181]","[0.8290069569914742, 1.3574797707889572, 1.0749412976348875, 0.9373657822194144, 9.932341980588646]","[0.08358102584241321, 0.08823858526083181, 0.07407742389878293, 0.07268765684054194, 0.05972481468100234]","[0.5138666883098689, 0.5533054478254262, 0.3721648146599108, 0.36217819665882633, 0.608289635850556]","[0.04726104597868641, 0.047361769626553946, 0.034680901496095824, 0.05230218999023468, 0.012685440741909188]","[0.410550099569674, 0.5270294045517637, 0.4224104681671556, 0.27764114485432123, 0.12312248317946604]","[0.10736460260597157, 0.11749095191988279, 0.08599058115267835, 0.0725706596568226, 0.008411856481295625]","[0.08172655970203653, 0.08260851297207729, 0.06730025920137324, 0.08482668923302038, 0.0834527904262718]","[0.0402639448807196, 0.04465062746242905, 0.03617762464600312, 0.04894519367906261, 0.027784074304722857]","[0.2685326025260461, 0.2696014197479791, 0.2269476916018395, 0.24079748406472126, 0.6834820731721428]","[0.06332490588810245, 0.07732825834439902, 0.06473784080350466, 0.06468075345210618, 0.04931435744266033]","[0.07164169245037971, 0.07304895511789396, 0.06086038766632732, 0.07042817143283596, 0.23545981381199108]","[0.027002549020444622, 0.04938799412767818, 0.0413525852922651, 0.044114303959307107, 0.09238103708491051]","[0.08106761976957315, 0.11669296763311933, 0.10333631855024841, 0.13106486725954, 0.09698744627920293]","[0.03881197094626967, 0.03899327034390123, 0.03302397454514077, 0.03429817461623576, 0.006641787163053953]","[0.17313162579418948, 0.18922206715220344, 0.13994327684874608, 0.1729572122340086, 0.23380102201432135]","[0.038177274263379204, 0.038514700649266084, 0.028528097093970296, 0.03077319574738926, 0.0074014063914897565]","[0.09044425424199404, 0.10618118833261951, 0.09473935967234563, 0.11097349207676184, 0.11512459179966307]","[0.04937553350691503, 0.05109261120505477, 0.04526159828568276, 0.049539837360857486, 0.022942394922128167]","[0.3616168519294398, 0.3630323728777596, 0.19772718873972955, 0.21336649141264233, 0.058747223179524896]","[0.11864598407270847, 0.1193024816838126, 0.06146424144206711, 0.08813806464527313, 0.010024481804625836]","[0.3616168519294398, 0.3630323728777596, 0.19772718873972955, 0.21336649141264233, 0.058747223179524896]","[0.11864598407270847, 0.1193024816838126, 0.06146424144206711, 0.08813806464527313, 0.010024481804625836]",0.23889802562781925,0.07951505072969742
2,"['Heated Length', 'Inlet Subcooling', 'Inlet Temperature', 'Mass Flux', 'Outlet Quality', 'Pressure', 'Tube Diameter']",1.71654223541386e-05,"[0.0005524213389268262, 0.00020480964974669232, 0.0001300192670674525, 5.5698955345455564e-05, 4.7653860306569974e-05, 4.226533930737091e-05, 3.074479796921624e-05, 2.647951442672727e-05, 2.783791095199403e-05, 2.7859729714040073e-05, 3.312690390717822e-05, 2.3380803539121695e-05, 2.621755654072023e-05, 2.5069222004898995e-05, 1.950624580081316e-05, 2.020812903604404e-05, 1.864620286987679e-05, 1.791668234255935e-05, 2.866487620513433e-05, 2.158812539769153e-05, 1.8342951255678897e-05, 2.297471985666342e-05, 1.777903339320608e-05, 1.8986623927572714e-05, 2.1820480428891488e-05, 1.5163995848712382e-05, 1.7408440753761644e-05, 1.8851990833265336e-05, 1.5813705087815017e-05, 1.569462140212606e-05, 1.7484125299108532e-05, 1.857337205848651e-05, 1.5529355477651384e-05, 1.5373583054967883e-05, 1.4819385971823533e-05, 1.3563347323958462e-05, 1.5193693284027063e-05, 1.756405546822439e-05, 1.648736560027396e-05, 1.5560645869653665e-05, 1.7187008075641176e-05, 1.8308329666230632e-05, 1.5270383356257886e-05, 1.9879615822703772e-05, 1.6443793439945858e-05, 1.2680357447078739e-05, 1.2432844019989843e-05, 1.2938036420295191e-05, 1.736335092205996e-05, 1.577854264061513e-05, 1.2530291603811444e-05, 1.290069340890463e-05, 1.6328449497440195e-05, 1.3838242881598533e-05, 1.3253004748331812e-05, 1.292757712224509e-05, 1.4063184841584024e-05, 1.2598922593454054e-05, 1.1409454021972721e-05, 1.1931814909396429e-05, 1.6681267457867233e-05, 1.4677963397934003e-05, 1.4156549603906985e-05, 1.2058065182418682e-05, 1.268292692122262e-05, 1.041079791510222e-05, 1.210706010659877e-05, 1.1674828001315839e-05, 1.1343440011447906e-05, 1.3912429539438787e-05, 1.3544978210819228e-05, 1.484050436128659e-05, 1.2079099934695748e-05, 1.3244358472872468e-05, 1.2023462888164002e-05, 1.255297657640894e-05, 1.334898702287078e-05, 1.200031837010034e-05, 9.814896173896032e-06, 1.209351773870334e-05, 1.2346634620321182e-05, 1.1592022581807243e-05, 1.1583151886809352e-05, 1.270175098926009e-05, 1.4123893991811186e-05, 1.5119229992640152e-05, 1.119707421035547e-05, 1.1317309639921005e-05, 1.2318082472471414e-05, 1.2694910124933712e-05, 1.1592533674908754e-05, 1.2924242296769617e-05, 1.0353116644247262e-05, 1.1523996599400982e-05, 1.1509044290395447e-05, 1.038536322193239e-05, 1.2015538324024366e-05, 1.1128119556057365e-05, 9.973911818012416e-06, 1.0564146488303144e-05]","[0.00032047846694903235, 9.649012765922493e-05, 6.81941395834742e-05, 5.305296501214209e-05, 4.8473210461605874e-05, 4.51234663663526e-05, 4.0924527561667606e-05, 4.0774178841665496e-05, 2.8150807806313597e-05, 4.7225206443199554e-05, 2.7068929249317308e-05, 2.533750220728864e-05, 3.3011802878668246e-05, 3.08184272031206e-05, 1.559028569197945e-05, 2.5885020442460052e-05, 2.4705184784212635e-05, 1.7116820055168503e-05, 2.9675340463697622e-05, 2.0915889205997316e-05, 1.770661320209488e-05, 1.579430521161853e-05, 1.9647729600326925e-05, 2.061873276401694e-05, 1.432103692546143e-05, 1.4821266388884813e-05, 3.275955523402746e-05, 1.588675675093145e-05, 1.9255766681448143e-05, 1.6998673059119962e-05, 2.7192400113190304e-05, 1.4110851911022492e-05, 1.3740823079574207e-05, 1.3226935379688976e-05, 1.3730792052837879e-05, 1.4674403928380886e-05, 1.51916091254058e-05, 1.567971704642527e-05, 1.5143743207649383e-05, 1.4200156250831109e-05, 2.0202974352589755e-05, 1.4142147880666394e-05, 2.1340002830397984e-05, 1.1641057664039563e-05, 1.1690032258374706e-05, 1.1903490866939488e-05, 1.0002833029816e-05, 1.3359186846329238e-05, 2.1878165914954613e-05, 1.5500454161710132e-05, 1.181425803560398e-05, 1.0474162146018266e-05, 1.1791756131924593e-05, 1.1289626231921103e-05, 9.746005240900548e-06, 1.645347137961205e-05, 1.015937183857259e-05, 1.0462039127386587e-05, 8.792610049640773e-06, 1.5531456066782542e-05, 1.3536391751436814e-05, 9.507366585763251e-06, 9.329820642516588e-06, 1.000916758221991e-05, 9.100360463054734e-06, 9.530755879478862e-06, 8.963098059352388e-06, 8.791155138601212e-06, 1.0867997157903997e-05, 1.4462545107848869e-05, 9.507898677300144e-06, 1.045006609349619e-05, 1.0365923295506602e-05, 1.0965161170548755e-05, 1.099858113670603e-05, 1.6495517535112002e-05, 1.042792852283008e-05, 8.58180903487858e-06, 9.428245028905569e-06, 1.2057474886395288e-05, 9.122710049552963e-06, 7.791404033444903e-06, 1.3290582526585732e-05, 8.31313493146438e-06, 1.1366874219544067e-05, 9.259263982024632e-06, 1.0152505283205454e-05, 1.3387902133637293e-05, 7.697677800978407e-06, 1.077745762879689e-05, 8.484584555944421e-06, 1.0714660316701924e-05, 1.4362947740399563e-05, 1.002836663293908e-05, 9.51231918230392e-06, 7.722974174299082e-06, 8.222866673972018e-06, 1.0551250435321231e-05, 7.191510536126186e-06, 9.145748237256105e-06]","[0.37401296662801703, 0.49683045011672206, 0.3394524872292868, 0.34206832467477005, 1.755784205844548]","[0.046381993592305416, 0.10288352812535437, 0.09270266941473516, 0.11270842326948745, 0.19061547922923217]","[0.8290069569914742, 1.3574797707889572, 1.0749412976348875, 0.9373657822194144, 9.932341980588646]","[0.026332374937050086, 0.08557547151575319, 0.08142338334482364, 0.10290604555331706, 0.11970581605760273]","[0.5138666883098689, 0.5533054478254262, 0.3721648146599108, 0.36217819665882633, 0.608289635850556]","[0.07715255258576556, 0.09470846298949592, 0.07493726968820656, 0.06725372021267738, 0.02097482946960964]","[0.410550099569674, 0.5270294045517637, 0.4224104681671556, 0.27764114485432123, 0.12312248317946604]","[0.2958739021457311, 0.3309708671368074, 0.20991988158335328, 0.1264710919388994, 0.02554772597605082]","[0.08172655970203653, 0.08260851297207729, 0.06730025920137324, 0.08482668923302038, 0.0834527904262718]","[0.015298179757685697, 0.01834450864658505, 0.012001428462045646, 0.01601197873474682, 0.0029734855909796087]","[0.2685326025260461, 0.2696014197479791, 0.2269476916018395, 0.24079748406472126, 0.6834820731721428]","[0.030363673910135974, 0.03284574036458789, 0.02339700082471467, 0.02628537987358605, 0.008144262324772715]","[0.07164169245037971, 0.07304895511789396, 0.06086038766632732, 0.07042817143283596, 0.23545981381199108]","[0.015633890865012202, 0.02312970668500245, 0.018284421571098455, 0.020578782537648655, 0.020103113590845663]","[0.08106761976957315, 0.11669296763311933, 0.10333631855024841, 0.13106486725954, 0.09698744627920293]","[0.024862206651223188, 0.029747414532994728, 0.023838735512129148, 0.021742019533287266, 0.002668963923801292]","[0.17313162579418948, 0.18922206715220344, 0.13994327684874608, 0.1729572122340086, 0.23380102201432135]","[0.030100594717783844, 0.034658845478225016, 0.02099700491120175, 0.02938775863859626, 0.006749972146207808]","[0.09044425424199404, 0.10618118833261951, 0.09473935967234563, 0.11097349207676184, 0.11512459179966307]","[0.015970448656204273, 0.031135178045283908, 0.026926947364013864, 0.029716658831752143, 0.008255237170468641]","[0.3616168519294398, 0.3630323728777596, 0.19772718873972955, 0.21336649141264233, 0.058747223179524896]","[0.15697823063400823, 0.15701355026965108, 0.060255093076550525, 0.07278937055924005, 0.0068370828049012095]","[0.3616168519294398, 0.3630323728777596, 0.19772718873972955, 0.21336649141264233, 0.058747223179524896]","[0.15697823063400823, 0.15701355026965108, 0.060255093076550525, 0.07278937055924005, 0.0068370828049012095]",0.23889802562781925,0.09077466546887022
